,ID,Params,Observations
0,313,"[0.049628323068614276, 0.4269578387372423]","[ 23.98630113  32.8578119   42.2891558   48.71520913  53.11294678
  67.50087867  71.30249132  82.95927666  96.9835182  113.4364563
 115.41453576 120.23360128 121.16220946 123.12000294 127.14962119
 132.23542239 135.50318086 142.85596914 173.15251957 182.63620561
 182.97101542 187.78006444 190.55240692 245.58589331 247.90868579
 254.0259485  272.95970016 275.53192095 299.15374659 320.11751022
 320.42546154 332.04695356 336.36935317 337.08216969 345.84001633
 349.23740473 354.89233324 355.27133791 356.71031112 359.78566011
 360.        ]"
0,314,"[0.015099534846853262, 0.5212677310624622]","[  4.00684913  16.31441878  17.26122748  39.52405609  40.01589424
  52.65716388  66.09910295  69.7221306   82.0075129   83.188838
  85.08836164 102.43242278 104.28770849 111.88080646 116.79452468
 118.34859836 128.07727875 132.0632998  132.92084591 136.03718225
 136.52898629 136.91032927 148.18196841 150.39657178 157.63084755
 158.08646213 161.88426138 162.34676237 162.95200001 162.9688883
 177.85787008 216.35336132 235.02145079 235.65669898 246.10084124
 296.00283619 315.15297294 317.32064082 341.47928406 352.40267584
 358.32815011]"
0,315,"[0.059777716988656845, 0.4403677556758913]","[ 14.19356029  16.81329169  20.02672726  26.49120702  28.48982021
  29.94883924  31.49775493  33.05521846  48.74221059  49.63601383
  58.21874073  60.17849161  61.55438822  65.40454737  73.41440019
  75.55824125  76.09925173  80.63522468  89.14645809  89.6880948
  93.99610479  95.03320039  97.63614246 103.26142305 106.37632738
 106.45187733 112.04770455 113.99151977 114.21699698 115.93022229
 120.35343918 125.15566945 133.27398799 134.01266034 136.82289603
 138.15999534 145.40524988 149.78743318 158.02144018 159.46708942
 161.18900186 163.1248157  164.46719683 169.00060975 170.79584368
 171.16228853 171.59023523 181.69881738 185.95154349 190.26120034
 194.86622023 199.02470794 202.22687114 217.6146904  259.98288552
 270.83542419 272.3805108  298.18688287 315.1998476  327.12924965
 333.57477123 333.79819962 334.40933068 346.33760191 357.36747465
 357.81996284]"
0,316,"[0.026450377773227236, 0.4768682098849815]","[ 13.68497132  20.92467273  31.49536432  43.96034801  45.33003745
  56.11872868  70.04096274  71.93988362  80.95438263  82.28217077
  86.91200748  88.02197478  97.41888    103.03790124 106.31429411
 108.75922748 119.6039519  125.96055062 143.38045818 144.14524071
 157.35238177 160.53836238 172.46513876 173.52454091 177.87849314
 191.84172973 195.19394638 198.68259026 225.37975201 231.69381247
 253.09026626 271.36751264 282.28745096 298.98647113 304.93090173
 310.27171833 325.73696677 329.02058611 344.01955706]"
0,317,"[0.047096367585887755, 0.5880071202055881]","[  2.99904995   6.89535622  22.83527209  28.07637551  32.28465895
  34.14866619  36.78542242  41.92627934  45.37871843  49.00467901
  51.20272457  58.21928839  58.57499109  65.11064766  81.13366852
  82.56221014  91.55086345  98.37363961 107.3448917  107.69668346
 134.10372568 135.91423077 136.98169992 137.98738077 138.29173732
 140.42400962 140.65870431 143.49937471 148.57532804 150.10945771
 152.50276598 153.66099014 165.74819704 180.30404304 191.31581615
 200.76991109 208.9606354  219.74482665 292.87561304 296.97882511
 298.72587888 335.98738774 337.49976502 347.05180643 349.86608223
 356.42013609]"
0,318,"[0.07026082389314772, 0.5059894136500238]","[  2.07226674   6.77869913   8.5433727   17.21530708  20.8095144
  21.31111606  23.84142739  24.83765035  31.50296225  42.21332722
  42.27645502  51.39365308  52.55631737  52.82393069  61.74398886
  63.32178069  64.20061352  72.85170438  74.40187156  78.85814395
  80.9793438   85.40014406  85.93791578  88.51174465  93.83792239
  95.81073172  99.18163082 104.83617305 112.58524089 113.10816534
 115.56876963 116.13369884 116.37391783 117.93720592 122.50899544
 132.15280931 132.63508519 132.81229833 133.43124061 134.54321841
 136.85757796 147.16765844 160.925934   163.0388045  166.19879603
 187.35805697 206.36652305 207.66362009 213.5069218  218.91721463
 227.90363093 229.00332932 236.69545377 251.71815119 262.22339629
 297.03746658 298.50049557 298.53137454 303.21286828 310.7932505
 327.27963689 330.50379688 334.28321182 334.95649742 347.626176
 347.98376105 351.87203545 354.31503393 357.54235447 359.46102807
 360.        ]"
0,319,"[0.05167084529951271, 0.6821283938162773]","[  4.60734245  17.22857455  22.95822177  27.59735136  42.23225242
  42.65427341  43.15768787  51.62189196  66.99808548  67.34462077
  67.78421172  75.1484039   78.32772192  78.46489726  80.75186736
  81.25536022  86.09634296  87.40379769  95.11097206 101.75451712
 104.84960683 107.0930754  114.75814475 119.82830614 121.83447782
 134.71679865 142.16577148 143.57222793 161.90304827 164.62817832
 183.34387669 191.60974072 193.17387053 228.7297084  236.53789763
 240.33489097 241.4855293  253.75784592 263.02583943 263.66103352
 291.76756027 294.78738058 300.13830784 304.51124276 323.40065203
 333.16315463 335.27118876 335.32926384 343.47656274 352.79694157
 352.84262159 354.06739796]"
0,320,"[0.05730922948697659, 0.5047168546953302]","[ 10.22431658  17.27336461  21.23755623  33.07381671  35.12584324
  35.37395604  36.18747522  37.37093036  39.4239341   40.96720164
  54.17389145  63.3908271   63.84977581  74.30203125  80.97159926
  81.68980385  81.85738624  84.30963529  85.19688871  89.11596631
  91.84182192  97.59344861 101.21361151 102.90480761 106.77957683
 107.12266908 108.35993694 111.35330435 128.3776363  131.49966822
 131.62900591 132.2792796  135.03265056 136.8871413  150.41095558
 155.60531537 156.96897758 158.13191146 159.7699227  165.86679438
 166.62348525 200.43914018 201.06634164 206.30201811 213.15841385
 213.46386346 227.63116208 244.41812506 257.90687326 267.02971019
 268.06892548 299.46368654 302.60709855 332.18713691 339.17667747
 341.79796611 351.14100723 355.35090619 356.19191951 357.16599332
 359.56747445]"
0,321,"[0.07361799040128851, 0.5388711451350621]","[ 19.96442789  21.09080241  32.4424366   48.49027524  50.22707944
  50.87919645  53.86091741  69.13912244  70.01023924  70.3986339
  72.23342888  72.25062508  73.59953732  75.88686266  76.0316335
  86.10076024  90.09344651 132.6227917  154.82445238 165.86185039
 175.32663862 182.70721665 185.91472652 191.96858676 198.30994837
 204.80244706 220.34098685 220.77509165 222.3385557  234.57425492
 256.08059141 262.79012759 298.48678652 314.52743503 337.64150739
 341.06893445 342.30831138 349.40269755 351.66563027 353.58678234
 360.        ]"
0,322,"[0.07134556940241044, 0.46985126950243705]","[  4.176511    14.79341747  15.72911736  18.94846512  20.71717071
  34.70071539  40.47655632  43.72555027  47.92526154  48.40239243
  48.84420945  59.84163554  60.78300316  61.66676932  62.80030433
  64.46774287  68.08375061  69.76091736 100.77882923 101.31510722
 101.46911412 105.87905633 113.91112908 125.91189628 132.89778913
 147.10297645 155.73316974 155.83756735 167.24262898 168.83149826
 173.06295512 176.14434607 180.64270523 200.49962404 222.36358393
 256.87420489 259.69255588 271.04019233 277.7023524  278.03403186
 279.89175502 282.68787482 296.11009265 327.01667989 336.78883332
 347.65564044 351.14757813]"
0,323,"[0.06114497348547405, 0.518617431753734]","[ 16.55344051  31.99857537  32.94184744  39.95764745  53.19108567
  63.74644995  63.83217381  64.8673316   68.07783395  68.6279593
  71.91005947  75.09987868  89.22331185  93.28885768  94.05047634
  94.37239917 101.2977677  104.95634231 105.13960225 109.46304393
 111.41529543 120.41279982 122.88471678 125.08695694 143.70525327
 145.91164542 147.00604823 147.99977622 152.50141179 153.84973158
 180.52555059 195.10897859 201.20399113 209.35510614 214.05478148
 227.47347897 229.93570821 230.44514705 267.5740801  291.86340831
 301.9513132  343.70918121]"
0,324,"[0.04112127612592993, 0.5745062608131059]","[  6.28786806   7.38646907  22.85177759  23.47931928  23.80607466
  28.90827247  40.47102546  42.85818509  47.34444332  59.82450775
  63.3815246   83.3365095   86.21300956  92.61507374  92.75334578
  93.3419421   96.53666072  97.66832218  98.19955145 103.24216108
 103.99226152 113.45821747 115.71999603 122.21429985 122.37760819
 124.14809016 132.94983528 133.44460484 138.37866185 139.44511885
 150.6349476  151.28401875 152.00899982 156.16896575 160.67094679
 172.27361116 174.89325836 178.31014705 180.91972505 183.39943076
 183.84279866 216.73047778 217.64925057 224.65987657 255.67698041
 262.09090173 279.18349062 282.30235389 284.80024944 285.61302333
 292.24727055 300.56235802 301.20213855 310.8744432  324.63247381
 335.99845504 343.44112095 345.28706908]"
0,325,"[0.03635116854103063, 0.5585215983505332]","[  7.97034892  39.7406297   43.69695663  44.79452392  48.2866754
  51.28366906  51.32551342  61.50939237  63.48612721  64.0038172
  65.15342285  65.63663777  66.25757848  71.13578211  74.58553751
  74.73758866  91.37250841  91.82177833  94.03598814  94.57906198
  99.04897222 100.89423435 104.46346937 111.66857817 116.91910826
 121.1754524  139.08428567 139.50872643 143.3306409  143.70678541
 144.13704091 144.24260012 146.36215895 149.05714396 150.11587549
 152.01743587 159.56399912 164.07676793 187.22449488 190.38946187
 190.86040279 215.41562579 223.41845271 247.25389628 252.88884962
 256.57284302 262.8185041  323.32000034 333.5386665  339.91219971
 352.84938077 360.        ]"
0,326,"[0.04442046211491997, 0.49001286637144376]","[  5.96816881  10.51700519  14.2118339   15.01749513  19.6836053
  30.48134608  32.02096179  34.51401631  40.378872    44.38925059
  54.45383098  70.05931002  75.76849126  82.60076562  82.95023583
  87.40611447  89.03765091  95.76213441 105.37581247 108.88814221
 115.68672033 115.8003182  119.3676169  126.24419482 126.61600511
 128.46412458 128.53208582 129.12721688 130.70983679 133.68342725
 133.92961483 140.79857062 149.53944066 151.13849324 153.41637115
 156.00765489 156.7796887  166.17040274 168.99372957 172.7713428
 200.64657728 200.69832115 213.25557448 224.68073874 241.24669878
 270.49626962 273.65232183 290.02522704 298.6345062  312.68692576
 313.07248568 343.15880097 346.12200417 346.60640935 348.13325543
 359.34480443 360.        ]"
0,327,"[0.034065158006622534, 0.527187148268251]","[  0.67086502   3.44004998  18.6747283   23.19475707  35.41428137
  36.44677731  38.52036389  44.4604931   46.52153085  47.02989079
  50.08255691  55.2537848   63.29422314  65.12217623  66.51682326
  78.89660003  81.43294937  81.91191206  83.08771246  88.58772147
  95.62280537  98.83979544 103.69120598 104.32392642 104.68617829
 106.76121426 107.72502837 107.85275141 115.6466841  116.08985183
 117.47660775 120.57580591 128.50642889 129.49631387 132.16921415
 138.5384702  139.75736302 140.26822448 142.42647951 142.63187679
 144.22773003 146.86466296 147.15571451 157.7776015  172.24187489
 181.04409369 201.84287214 207.81377148 209.5851067  210.01604402
 223.64126443 227.72615077 234.13799589 284.02108212 301.72879887
 310.5058196  315.46625922 326.354807   333.87198166 345.22003416
 346.43573115 346.71986181 347.00216362 357.53470139 358.61411163
 359.32631638]"
0,328,"[0.07112567605281593, 0.5712258771944253]","[  4.90586467  11.69310905  14.53359881  25.11499222  27.39740166
  33.57560979  37.18410083  48.17528547  50.55795326  54.49444679
  54.6317996   56.85957614  59.78119457  61.95952524  65.21329165
  77.86855527  81.23320092  84.94390604 100.97386344 101.81999983
 103.15397157 106.83390648 110.58450719 113.14767348 113.51837201
 113.99172982 119.59610924 123.71339039 124.21045571 126.99848312
 136.13551781 142.55734336 150.29134939 156.30880597 177.58430737
 177.76252661 180.67356444 190.39424196 200.51866353 210.72758089
 229.58515653 234.39729778 238.66337781 243.67779121 247.05460028
 251.73020961 252.03196437 266.18321619 290.47587825 296.0934895
 354.31714134 355.11181631 358.95604793]"
0,329,"[0.07116857951532216, 0.4667095614085474]","[  5.3510209    7.96782331  11.00374872  12.11491769  17.18215269
  25.50331042  25.99177006  29.2130406   35.17733237  35.60930057
  36.15824616  41.39178045  42.92118221  44.85098837  57.3188042
  63.59175521  66.39813173  69.50424718  75.03386433  76.8662794
  77.94799966  89.72759469  92.26210205  92.79355545  92.86979622
  93.28687131 106.81178113 116.17095977 122.7430319  123.83633371
 125.08906635 141.2283266  145.01875795 145.4436773  146.38636248
 165.90202156 167.3154375  182.35548861 236.64655545 237.378821
 239.56900058 287.363068   291.50687363 307.74996912 326.63743924
 333.1772626  357.85939012 360.        ]"
0,330,"[0.06819707114234061, 0.4205975110634615]","[  8.1292587   10.46673355  16.62161366  22.82511827  36.68763921
  42.00894895  42.57278451  45.49822619  53.28179959  62.3676121
  63.40070616  66.8492116   67.08678891  68.84404684  90.56731883
  92.85936554  93.01567079  98.75023561 112.24180025 116.84206139
 117.94272931 130.2747013  148.97992802 160.70675215 172.93934101
 174.32548838 177.4906331  178.20554075 180.12180347 201.66674957
 202.11167474 229.12733536 241.04100374 242.61006203 242.98453152
 247.37177902 259.47854047 337.34225584 338.48643377 339.54824097
 346.03214476 348.89740428 354.52755869 356.08996867]"
0,331,"[0.03589715022864449, 0.4997898946487054]","[ 18.44018573  22.85465924  25.72950464  31.39570637  33.18005463
  44.23491757  46.1394426   46.37871484  47.66638754  61.46930065
  62.98542837  66.16907682  66.17883595  72.92853773  77.49205718
  78.92643295  82.53651116  90.3769136   96.30014406  97.24793636
  97.66401263  97.98025891 105.33528201 108.48495272 112.46601125
 117.45805786 130.5332678  130.70849486 143.40404136 143.45398376
 149.86741898 151.58477963 158.01865532 167.67198365 171.7151967
 181.49392766 184.03738344 194.42880344 227.5039664  236.72216823
 296.84673616 299.46587794 309.93957703 347.876321   359.4991142
 360.        ]"
0,332,"[0.016302246433939252, 0.4481684432095103]","[  7.14704552  16.51381404  20.03430038  26.45155839  32.12510868
  33.0962928   35.44492814  38.74472819  39.62787968  45.57623368
  45.78370603  48.23582478  49.28548764  61.94718983  67.7186646
  74.82423464  79.55383515  80.85094187  85.90273427  87.61253295
 105.80182783 120.46987102 120.53876998 137.35968813 140.73977336
 141.15831989 152.5659401  152.59601384 153.11807819 156.75324961
 160.74029692 163.17935253 181.57258242 182.50016287 183.15253649
 184.16948302 227.09750258 235.19369033 249.86077163 251.42745924
 258.16417693 282.94629495 291.23793803 299.19115607 301.83210344
 304.37332778 312.53172461 325.49099013 327.87332393 352.2419581
 360.        ]"
0,333,"[0.07501300312789926, 0.5958322867908279]","[  6.88814963  10.53599804  11.6017081   16.21382839  17.80432712
  26.7991218   41.0579965   52.03691506  53.84736329  69.44556011
  76.19042761  78.94130064  83.947189    87.99729883  92.28018839
 100.64092943 108.42812125 116.30234842 132.94287011 138.20689107
 139.58315967 141.58861173 143.28722515 146.02680884 152.30485458
 162.87851384 177.51081694 181.16254262 198.73706575 250.21894671
 255.47640896 272.37392032 273.465196   273.7655586  281.63340618
 282.54536488 284.45412333 298.55029863 308.51720181 310.87991394
 320.16421317 333.55900723 336.84684515 344.52762175 352.56989006
 353.72544315]"
0,334,"[0.035406710593374226, 0.505467419280127]","[  0.44803233   6.81521575  30.08104404  31.48011017  31.76791478
  36.98225387  44.95272635  46.01419387  47.48634685  55.67031585
  60.66581125  63.74104839  64.1167794   66.1025224   71.83802109
  73.10930564  85.60345777  93.11395811  97.36028618 121.71475143
 129.33442519 135.25387879 135.71763238 137.33695592 143.06320471
 145.29054972 148.13819596 149.16172001 150.13032962 151.41079785
 166.89053987 172.9646257  195.62580713 196.51750348 196.56507055
 227.36337188 247.75716451 269.14638637 298.93747427 302.54667258
 312.70443027 328.4096638  348.50633902 354.86415642]"
0,335,"[0.030678572559452565, 0.5243964166666298]","[  9.99943212  12.91971676  14.2880058   14.78122079  17.55543115
  18.82513869  19.13329495  20.18591795  20.36379691  23.38132951
  24.13206381  30.94076653  31.62288089  60.28020832  60.74886275
  64.78228687  77.42671561  87.48699892  96.7722236  100.9874342
 108.5529564  113.22641368 114.03069039 122.83509774 129.04240395
 135.51015927 137.59758373 140.94011145 159.98213923 166.2597282
 167.26266211 169.45469544 171.91348842 174.21062377 180.95075237
 190.81612668 194.68456195 236.05342616 244.41608478 244.65132516
 247.54223974 259.57137063 296.22998458 327.00669956 328.42879683
 345.57812979]"
